customerKey,customerSortKey,ip_address,activity_timestamp,activity_date,app_name,domain_name,url,top_level_domain,user_agent
49,BROWSEHIST#11.147.84.30-1626161049000,11.147.84.30,1.62616E+12,6/3/2021,payment,rental.com,https://rental.com/payment.aspx,com,"Mozilla/5.0 (Windows NT 5.2) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.112 Safari/534.30"
50,BROWSEHIST#121.112.89.146-1599982924000,121.112.89.146,1.59998E+12,12/7/2020,profile,rental.com,https://rental.com/profile.aspx,com,Mozilla/5.0 (Windows NT 5.1; rv:21.0) Gecko/20100101 Firefox/21.0
51,BROWSEHIST#31.91.249.15-1610672031000,31.91.249.15,1.61067E+12,8/18/2020,search,rental.com,https://rental.com/search.aspx,com,"Mozilla/5.0 (Windows; U; Windows NT 6.1; ja-JP) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4"
52,BROWSEHIST#52.193.125.63-1599267363000,52.193.125.63,1.59927E+12,7/6/2021,payment,rental.com,https://rental.com/payment.aspx,com,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:25.0) Gecko/20100101 Firefox/25.0
53,BROWSEHIST#200.168.24.200-1619977669000,200.168.24.200,1.61998E+12,4/20/2021,maint,rental.com,https://rental.com/maint.aspx,com,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.41 Safari/535.1"
54,BROWSEHIST#243.102.151.99-1613886348000,243.102.151.99,1.61389E+12,9/26/2020,payment,rental.com,https://rental.com/payment.aspx,com,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1467.0 Safari/537.36"
55,BROWSEHIST#57.171.98.178-1615232849000,57.171.98.178,1.61523E+12,7/9/2021,search,rental.com,https://rental.com/search.aspx,com,Mozilla/5.0 (Windows NT 6.2; rv:22.0) Gecko/20130405 Firefox/22.0
56,BROWSEHIST#31.165.39.249-1620645216000,31.165.39.249,1.62065E+12,10/24/2020,search,rental.com,https://rental.com/search.aspx,com,"Mozilla/5.0 (iPhone; U; ru; CPU iPhone OS 4_2_1 like Mac OS X; fr) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8C148a Safari/6533.18.5"
57,BROWSEHIST#63.216.235.45-1605188050000,63.216.235.45,1.60519E+12,8/9/2020,profile,rental.com,https://rental.com/profile.aspx,com,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.68 Safari/534.24"
58,BROWSEHIST#20.2.115.70-1594911952000,20.2.115.70,1.59491E+12,8/19/2020,maint,rental.com,https://rental.com/maint.aspx,com,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.19 (KHTML, like Gecko) Ubuntu/11.10 Chromium/18.0.1025.142 Chrome/18.0.1025.142 Safari/535.19"
59,BROWSEHIST#105.216.253.183-1621090288000,105.216.253.183,1.62109E+12,4/5/2021,maint,rental.com,https://rental.com/maint.aspx,com,"Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/534.17 (KHTML, like Gecko) Chrome/10.0.649.0 Safari/534.17"
60,BROWSEHIST#32.172.47.39-1625142275000,32.172.47.39,1.62514E+12,10/5/2020,profile,rental.com,https://rental.com/profile.aspx,com,Mozilla/5.0 (X11; FreeBSD amd64) AppleWebKit/536.5 (KHTML like Gecko) Chrome/19.0.1084.56 Safari/1EA69
61,BROWSEHIST#7.132.226.168-1605353725000,7.132.226.168,1.60535E+12,7/29/2020,payment,rental.com,https://rental.com/payment.aspx,com,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.792.0 Safari/535.1"
62,BROWSEHIST#175.197.138.237-1616671805000,175.197.138.237,1.61667E+12,2/27/2021,search,rental.com,https://rental.com/search.aspx,com,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.14 (KHTML, like Gecko) Chrome/24.0.1292.0 Safari/537.14"
63,BROWSEHIST#234.189.174.65-1607830669000,234.189.174.65,1.60783E+12,6/15/2021,search,rental.com,https://rental.com/search.aspx,com,"Mozilla/5.0 (Windows NT 6.1; en-US) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.750.0 Safari/534.30"
64,BROWSEHIST#95.190.66.12-1615444931000,95.190.66.12,1.61544E+12,4/10/2021,profile,rental.com,https://rental.com/profile.aspx,com,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:22.0) Gecko/20130328 Firefox/22.0
65,BROWSEHIST#3.242.227.135-1621051799000,3.242.227.135,1.62105E+12,6/23/2021,maint,rental.com,https://rental.com/maint.aspx,com,Mozilla/5.0 (Windows NT 6.1; U;WOW64; de;rv:11.0) Gecko Firefox/11.0
66,BROWSEHIST#182.189.61.176-1623695073000,182.189.61.176,1.6237E+12,8/19/2020,profile,rental.com,https://rental.com/profile.aspx,com,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:21.0) Gecko/20130514 Firefox/21.0
67,BROWSEHIST#40.25.252.130-1595621386000,40.25.252.130,1.59562E+12,12/3/2020,search,rental.com,https://rental.com/search.aspx,com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_6) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.112 Safari/534.30"
68,BROWSEHIST#176.55.80.114-1595055906000,176.55.80.114,1.59506E+12,3/24/2021,payment,rental.com,https://rental.com/payment.aspx,com,"Mozilla/5.0 (Windows; U; Windows NT 6.0; tr-TR) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/5.0.2 Safari/533.18.5"
69,BROWSEHIST#172.2.179.115-1605794416000,172.2.179.115,1.60579E+12,11/2/2020,profile,rental.com,https://rental.com/profile.aspx,com,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.2 (KHTML, like Gecko) Ubuntu/11.10 Chromium/15.0.874.120 Chrome/15.0.874.120 Safari/535.2"
70,BROWSEHIST#55.109.250.218-1614333934000,55.109.250.218,1.61433E+12,3/26/2021,maint,rental.com,https://rental.com/maint.aspx,com,Mozilla/5.0 (Windows NT 6.3; rv:36.0) Gecko/20100101 Firefox/36.0
71,BROWSEHIST#188.5.82.119-1605704378000,188.5.82.119,1.6057E+12,5/20/2021,payment,rental.com,https://rental.com/payment.aspx,com,"Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27"
72,BROWSEHIST#122.105.57.198-1610691742000,122.105.57.198,1.61069E+12,8/30/2020,search,rental.com,https://rental.com/search.aspx,com,"Mozilla/5.0 (X11; CrOS i686 1193.158.0) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.75 Safari/535.7"
73,BROWSEHIST#33.12.251.21-1605820430000,33.12.251.21,1.60582E+12,9/25/2020,profile,rental.com,https://rental.com/profile.aspx,com,Mozilla/5.0 (Windows NT 6.1; rv:21.0) Gecko/20130401 Firefox/21.0
74,BROWSEHIST#242.170.186.187-1614214145000,242.170.186.187,1.61421E+12,10/1/2020,maint,rental.com,https://rental.com/maint.aspx,com,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; fr-ch) AppleWebKit/533.19.4 (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4"
75,BROWSEHIST#254.172.233.175-1624082089000,254.172.233.175,1.62408E+12,5/7/2021,payment,rental.com,https://rental.com/payment.aspx,com,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_3_1 like Mac OS X; zh-tw) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8G4 Safari/6533.18.5"
76,BROWSEHIST#80.254.251.39-1596751867000,80.254.251.39,1.59675E+12,7/14/2020,maint,rental.com,https://rental.com/maint.aspx,com,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1467.0 Safari/537.36"
77,BROWSEHIST#179.46.85.222-1612899616000,179.46.85.222,1.6129E+12,7/10/2021,search,rental.com,https://rental.com/search.aspx,com,"Mozilla/4.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/11.0.1245.0 Safari/537.36"
78,BROWSEHIST#130.65.164.62-1609275476000,130.65.164.62,1.60928E+12,8/26/2020,payment,rental.com,https://rental.com/payment.aspx,com,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.36 Safari/536.5"
79,BROWSEHIST#68.235.127.83-1618172811000,68.235.127.83,1.61817E+12,2/22/2021,maint,rental.com,https://rental.com/maint.aspx,com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_2) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.45 Safari/535.19"
80,BROWSEHIST#75.172.78.4-1617805348000,75.172.78.4,1.61781E+12,4/18/2021,search,rental.com,https://rental.com/search.aspx,com,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_0) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/19.0.1063.0 Safari/536.3"
81,BROWSEHIST#154.10.13.83-1612212021000,154.10.13.83,1.61221E+12,2/19/2021,profile,rental.com,https://rental.com/profile.aspx,com,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.215 Safari/535.1"
82,BROWSEHIST#98.163.105.63-1626695409000,98.163.105.63,1.6267E+12,5/21/2021,profile,rental.com,https://rental.com/profile.aspx,com,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7xs5D9rRDFpg2g"
83,BROWSEHIST#90.69.4.223-1625278322000,90.69.4.223,1.62528E+12,6/30/2021,profile,rental.com,https://rental.com/profile.aspx,com,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.20 Safari/535.1"
84,BROWSEHIST#239.195.189.23-1597547605000,239.195.189.23,1.59755E+12,9/14/2020,payment,rental.com,https://rental.com/payment.aspx,com,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.812.0 Safari/535.1"
85,BROWSEHIST#174.147.215.108-1596772614000,174.147.215.108,1.59677E+12,7/7/2020,profile,rental.com,https://rental.com/profile.aspx,com,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.36 Safari/536.5"
86,BROWSEHIST#209.243.202.234-1610651809000,209.243.202.234,1.61065E+12,7/13/2021,search,rental.com,https://rental.com/search.aspx,com,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:22.0) Gecko/20130328 Firefox/22.0
87,BROWSEHIST#52.18.120.104-1599554656000,52.18.120.104,1.59955E+12,2/14/2021,payment,rental.com,https://rental.com/payment.aspx,com,"Mozilla/5.0 (Windows NT 5.2) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.792.0 Safari/535.1"
88,BROWSEHIST#181.130.251.154-1596064831000,181.130.251.154,1.59606E+12,11/8/2020,search,rental.com,https://rental.com/search.aspx,com,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/536.6 (KHTML, like Gecko) Chrome/20.0.1090.0 Safari/536.6"
89,BROWSEHIST#127.6.243.65-1626193822000,127.6.243.65,1.62619E+12,7/8/2020,profile,rental.com,https://rental.com/profile.aspx,com,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; en-US) AppleWebKit/534.18 (KHTML, like Gecko) Chrome/11.0.660.0 Safari/534.18"
90,BROWSEHIST#72.202.15.168-1620644278000,72.202.15.168,1.62064E+12,7/2/2021,payment,rental.com,https://rental.com/payment.aspx,com,Mozilla/5.0 (Windows NT 6.2; Win64; x64; rv:21.0.0) Gecko/20121011 Firefox/21.0.0
91,BROWSEHIST#76.59.39.217-1604576354000,76.59.39.217,1.60458E+12,6/20/2021,search,rental.com,https://rental.com/search.aspx,com,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.65 Safari/535.11"
92,BROWSEHIST#164.173.34.210-1604158152000,164.173.34.210,1.60416E+12,8/21/2020,payment,rental.com,https://rental.com/payment.aspx,com,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.215 Safari/535.1"
93,BROWSEHIST#119.35.159.102-1599242323000,119.35.159.102,1.59924E+12,9/12/2020,profile,rental.com,https://rental.com/profile.aspx,com,"Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/533.19.4 (KHTML, like Gecko) Version/5.0.2 Safari/533.18.5"
94,BROWSEHIST#143.117.0.157-1619649076000,143.117.0.157,1.61965E+12,6/4/2021,payment,rental.com,https://rental.com/payment.aspx,com,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/19.0.1061.1 Safari/536.3"
95,BROWSEHIST#217.86.243.151-1614021878000,217.86.243.151,1.61402E+12,7/12/2020,search,rental.com,https://rental.com/search.aspx,com,"Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/533.19.4 (KHTML, like Gecko) Version/5.0.2 Safari/533.18.5"
96,BROWSEHIST#135.114.217.9-1599551214000,135.114.217.9,1.59955E+12,4/5/2021,profile,rental.com,https://rental.com/profile.aspx,com,Mozilla/5.0 (Windows NT 6.1; rv:12.0) Gecko/20120403211507 Firefox/14.0.1
97,BROWSEHIST#147.164.158.212-1602656588000,147.164.158.212,1.60266E+12,2/6/2021,maint,rental.com,https://rental.com/maint.aspx,com,"Mozilla/5.0 ArchLinux (X11; U; Linux x86_64; en-US) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
